Sample	posterior	likelihood	prior	Tree.t:Ecoli_rplA.CFheight	Tree.t:Ecoli_rplA.CFlength	Tree.t:Ecoli_rplA.nConv	Tree.t:Ecoli_rplA.nUselessConvs	Tree.t:Ecoli_rplA.meanEdgeLength	Tree.t:Ecoli_rplA.meanDepartureHeight	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomEndSite	popSize.t:Ecoli_rplA	kappa.s:Ecoli_rplA	freqParameter.s:Ecoli_rplA1	freqParameter.s:Ecoli_rplA2	freqParameter.s:Ecoli_rplA3	freqParameter.s:Ecoli_rplA4
422000	-8466.212149758401	-8656.681766159789	190.4696164013877	9.133589977307842E-4	0.0028728107351448607	8	0	1.890538008049271E-4	4.13720268291114E-4	705.0	705.0	0.0	704.0	0.0	704.0	710.0	710.0	0.0	709.0	0.0	709.0	246.0	246.0	109.0	354.0	109.0	354.0	72.0	72.0	0.0	71.0	0.0	71.0	NaN	NaN	NaN	NaN	NaN	NaN	132.0	132.0	357.0	488.0	357.0	488.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.6140624869983165E-4	2.877230303265395	0.2511031894124097	0.24334107141217554	0.2770914467097979	0.22846429246561673
423000	-8473.149420505717	-8658.558531246465	185.4091107407474	0.0014204046021690985	0.004208679452812758	8	0	2.4077254148704543E-4	3.125475290450387E-4	705.0	705.0	0.0	704.0	0.0	704.0	14.0	14.0	0.0	13.0	0.0	13.0	NaN	NaN	NaN	NaN	NaN	NaN	346.0	346.0	260.0	605.0	260.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	255.5	217.5	0.0	254.5	0.0	75.0	350.0	350.0	61.0	410.0	61.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	210.0	210.0	0.0	209.0	0.0	209.0	4.969124280064704E-4	2.4083724239703503	0.2511031894124097	0.24334107141217554	0.2770914467097979	0.22846429246561673
424000	-8443.705259331293	-8651.675585508812	207.9703261775194	0.0010073690952397871	0.003343161168245229	11	0	3.3953731036715174E-4	4.6996698911374105E-4	705.0	705.0	0.0	704.0	0.0	704.0	174.0	174.0	0.0	173.0	0.0	173.0	55.0	55.0	497.0	551.0	497.0	551.0	451.0	451.0	0.0	450.0	0.0	450.0	125.0	125.0	0.0	124.0	0.0	124.0	337.0	267.0	197.0	533.0	394.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	299.0	299.0	0.0	298.0	0.0	298.0	4.8268528463867624E-4	3.9246109011611545	0.2511031894124097	0.24334107141217554	0.2770914467097979	0.22846429246561673
425000	-8443.951012726855	-8653.1428250216	209.1918122947445	0.0010973349604181941	0.003316708092577288	10	0	2.0328408240940566E-4	4.086804954622084E-4	705.0	705.0	0.0	704.0	0.0	704.0	313.0	313.0	0.0	312.0	0.0	312.0	398.0	398.0	0.0	397.0	0.0	397.0	460.0	460.0	146.0	605.0	146.0	605.0	290.5	270.0	0.0	289.5	0.0	40.0	73.0	73.0	461.0	533.0	461.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	261.5	177.0	0.0	260.5	0.0	168.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.547515947044736E-4	3.9246109011611545	0.2511031894124097	0.24334107141217554	0.2770914467097979	0.22846429246561673
426000	-8458.48599987301	-8654.540218312522	196.05421843951336	0.0018326760108400716	0.005021305010730781	10	0	1.0611721413644442E-4	5.828288693703053E-4	438.5	352.5	0.0	437.5	0.0	171.0	NaN	NaN	NaN	NaN	NaN	NaN	321.5	210.0	111.5	432.0	223.0	235.0	NaN	NaN	NaN	NaN	NaN	NaN	72.0	72.0	468.0	539.0	468.0	539.0	506.0	506.0	28.0	533.0	28.0	533.0	255.5	217.5	0.0	254.5	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	195.0	174.0	0.0	194.0	0.0	41.0	NaN	NaN	NaN	NaN	NaN	NaN	4.133315202351742E-4	4.898958074663923	0.2511031894124097	0.24334107141217554	0.2770914467097979	0.22846429246561673
427000	-8473.033034977585	-8651.461510075214	178.4284750976287	9.535006521613365E-4	0.002893430403767713	5	0	1.6491966900502057E-4	2.8215866095155707E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	264.0	264.0	308.0	571.0	308.0	571.0	2.0	2.0	0.0	1.0	0.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2123763268458076E-4	4.898958074663923	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
428000	-8460.331269969673	-8656.126068646996	195.79479867732374	5.868124133291843E-4	0.0021973622121906	5	0	2.7002475565038114E-4	9.301115376159605E-5	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.4611048583618974E-4	4.898958074663923	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
429000	-8434.335130996287	-8650.57906272803	216.24393173174252	0.0014492508861103793	0.004143584984442125	11	0	8.423192009103377E-5	2.6287798789937267E-4	366.3333333333333	235.0	338.6666666666667	704.0	0.0	704.0	259.0	259.0	563.0	821.0	563.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	229.0	229.0	377.0	605.0	377.0	605.0	299.0	169.0	0.0	298.0	0.0	337.0	534.0	534.0	0.0	533.0	0.0	533.0	242.5	217.5	192.5	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.7603381872677394E-4	6.533236038125381	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
430000	-8429.972074830299	-8648.726911903317	218.75483707301916	0.0015060228623091927	0.004056893528555138	9	0	9.980713648538212E-5	3.0611089136758457E-4	471.0	352.5	234.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	322.0	322.0	0.0	321.0	0.0	321.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	223.0	223.0	188.0	410.0	188.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	22.0	22.0	335.0	356.0	335.0	356.0	3.2229716929908406E-4	3.2936117535079648	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
431000	-8411.450945097185	-8654.554515061032	243.10356996384672	0.0014759336169249985	0.0044025860533615305	15	0	1.4273325152742912E-4	4.307881298411402E-4	596.0	352.5	109.0	704.0	0.0	704.0	544.5	411.0	0.0	543.5	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	288.5	180.0	167.5	455.0	335.0	371.0	NaN	NaN	NaN	NaN	NaN	NaN	278.0	217.5	0.0	277.0	0.0	120.0	224.0	137.0	91.0	314.0	182.0	410.0	24.0	24.0	360.0	383.0	360.0	383.0	354.0	354.0	0.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	357.0	357.0	0.0	356.0	0.0	356.0	4.715371995727379E-4	4.685652789501086	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
432000	-8435.171775338385	-8652.889204712143	217.71742937375734	8.11476374011571E-4	0.0021827332433835174	7	0	2.4856222087105416E-4	2.1683442522522594E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	344.0	344.0	262.0	605.0	262.0	605.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	116.0	116.0	295.0	410.0	295.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	357.0	357.0	0.0	356.0	0.0	356.0	2.865073262018094E-4	4.14152369726363	0.2511031894124097	0.24410988538607056	0.2770914467097979	0.2276954784917217
433000	-8451.87967477778	-8657.430116331296	205.55044155351558	0.0012110363379562268	0.003428447908926691	8	1	1.3501376261937202E-4	5.744286622841839E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	491.0	202.0	99.0	589.0	0.0	573.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	246.0	246.0	63.0	308.0	63.0	308.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	2.684986215022984E-4	4.670973951882654	0.24548993588706777	0.2497231389114125	0.2770914467097979	0.2276954784917217
434000	-8476.098944925941	-8662.808722360849	186.70977743490818	4.94379620454874E-4	0.0018056395431456896	5	0	3.4838089582464517E-4	1.852689638072177E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	84.0	84.0	0.0	83.0	0.0	83.0	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	321.0	321.0	0.0	320.0	0.0	320.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.2754113487011516E-4	6.998977781163372	0.24548993588706777	0.2497231389114125	0.2770914467097979	0.2276954784917217
435000	-8482.150435613712	-8656.144518520849	173.99408290713734	7.919048235158279E-4	0.0023524766245797027	5	0	1.1689922209012053E-4	3.3682971620633054E-4	NaN	NaN	NaN	NaN	NaN	NaN	293.0	139.5	510.3333333333333	802.3333333333334	617.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	340.0	340.0	95.0	434.0	95.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.0	43.0	0.0	42.0	0.0	42.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3244362531590226E-4	6.998977781163372	0.24548993588706777	0.2497231389114125	0.2770914467097979	0.2276954784917217
436000	-8461.815676019089	-8655.091170745724	193.27549472663512	9.335659159578429E-4	0.0029512813940167893	9	0	1.2840960015880225E-4	3.743989789878422E-4	687.0	687.0	18.0	704.0	18.0	704.0	566.5	205.5	86.75	652.25	347.0	527.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	335.0	335.0	205.0	539.0	205.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.0	29.0	382.0	410.0	382.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	157.5	157.5	54.0	210.5	108.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	2.371299125237783E-4	4.37350068099093	0.25283306739534084	0.2497231389114125	0.26974831520152487	0.2276954784917217
437000	-8449.840398162403	-8656.790500906242	206.9501027438374	9.221010464030776E-4	0.002925573055982414	10	0	8.730518441177291E-5	3.555848290475123E-4	696.0	352.5	9.0	704.0	18.0	704.0	268.0	236.5	554.0	821.0	349.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	523.0	523.0	0.0	522.0	0.0	522.0	NaN	NaN	NaN	NaN	NaN	NaN	243.0	243.0	78.0	320.0	78.0	320.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.0	76.0	0.0	75.0	0.0	75.0	282.0	177.0	72.0	353.0	0.0	353.0	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	1.748384533531529E-4	4.37350068099093	0.25283306739534084	0.2497231389114125	0.26974831520152487	0.2276954784917217
438000	-8471.076573346081	-8657.036763904636	185.96019055855453	7.813669057521849E-4	0.00232652024917517	5	0	1.1607400706041917E-4	3.2687209366124995E-4	696.0	352.5	9.0	704.0	0.0	704.0	473.0	473.0	349.0	821.0	349.0	821.0	630.0	630.0	0.0	629.0	0.0	629.0	200.0	200.0	285.0	484.0	285.0	484.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9107761243259406E-4	4.37350068099093	0.25283306739534084	0.2497231389114125	0.26974831520152487	0.2276954784917217
439000	-8485.66480045377	-8659.253943621463	173.58914316769327	0.0010576950072190715	0.003113150419039195	4	0	1.0507365024283621E-4	4.0662696548619814E-4	367.0	352.5	0.0	366.0	0.0	704.0	473.0	473.0	349.0	821.0	349.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0	27.0	513.0	539.0	513.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.655776707096469E-4	2.677211272394148	0.2571949488378465	0.24536125746890688	0.26974831520152487	0.2276954784917217
440000	-8458.381941644926	-8658.420731091597	200.03878944667042	8.5764985879391E-4	0.0027908577326718796	8	0	2.4447866763409326E-4	3.439610307440165E-4	705.0	705.0	0.0	704.0	0.0	704.0	648.5	411.0	173.5	821.0	0.0	821.0	82.0	82.0	0.0	81.0	0.0	81.0	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	25.0	25.0	323.0	347.0	323.0	347.0	99.0	99.0	35.0	133.0	35.0	133.0	3.9446155392488077E-4	2.677211272394148	0.2571949488378465	0.24536125746890688	0.26974831520152487	0.2276954784917217
441000	-8468.978365677884	-8656.424848021887	187.4464823440032	0.001365398099280627	0.004070692181117837	7	0	1.4531184902978408E-4	6.135774449615128E-4	605.0	605.0	100.0	704.0	100.0	704.0	561.0	323.5	261.0	821.0	347.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	280.0	280.0	326.0	605.0	326.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	154.0	154.0	230.0	383.0	230.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	3.184911975666578E-4	3.849624174357402	0.26081584858940793	0.24174035771734548	0.26974831520152487	0.2276954784917217
442000	-8499.750104817038	-8665.188139211408	165.4380343943706	0.0010400838760397115	0.0032759450375475308	5	0	2.7656928825106484E-4	5.314544881524136E-4	173.0	173.0	0.0	172.0	0.0	172.0	NaN	NaN	NaN	NaN	NaN	NaN	38.0	38.0	306.0	343.0	306.0	343.0	465.0	465.0	0.0	464.0	0.0	464.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	101.0	101.0	0.0	100.0	0.0	100.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.1175613035931025E-4	4.831225153782278	0.25121020706492225	0.24174035771734548	0.26974831520152487	0.2373011200162074
443000	-8495.816202743377	-8658.84665039938	163.03044765600274	9.560056821481743E-4	0.003473562327256039	6	0	1.6943509110989906E-4	3.085127800983994E-4	228.0	228.0	477.0	704.0	477.0	704.0	511.0	511.0	233.0	743.0	233.0	743.0	NaN	NaN	NaN	NaN	NaN	NaN	47.0	47.0	0.0	46.0	0.0	46.0	183.0	183.0	357.0	539.0	357.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	143.0	143.0	268.0	410.0	268.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.34107156455901E-4	4.831225153782278	0.2536841068476398	0.23926645793462795	0.27759250346626624	0.22945693175146603
444000	-8479.99359975038	-8671.833705808069	191.84010605768802	7.562143645369635E-4	0.00306683188186073	7	0	8.784237472475619E-5	3.06527600376704E-4	NaN	NaN	NaN	NaN	NaN	NaN	727.0	727.0	95.0	821.0	95.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	305.5	205.5	105.5	410.0	0.0	410.0	284.6666666666667	128.0	67.66666666666667	351.3333333333333	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.799163191938597E-4	1.949469386347178	0.24992753104455515	0.2430230337377126	0.27759250346626624	0.22945693175146603
445000	-8438.751891043039	-8655.52289176681	216.77100072377124	0.001296019275421353	0.004089544438063049	13	0	1.0453437033967786E-4	4.308214007605704E-4	226.5	226.5	139.0	364.5	278.0	25.0	822.0	822.0	0.0	821.0	0.0	821.0	566.5	315.0	63.5	629.0	127.0	629.0	417.3333333333333	151.5	42.333333333333336	458.6666666666667	0.0	240.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	145.5	73.0	67.0	211.5	0.0	218.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	3.607665859283723E-4	2.652265394132795	0.24992753104455515	0.2430230337377126	0.27759250346626624	0.22945693175146603
446000	-8463.08939707369	-8659.597546529447	196.5081494557553	6.575560623298656E-4	0.0028735297635487864	8	0	3.7051546433939546E-4	2.6081878915077815E-4	386.0	352.5	0.0	385.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	341.0	341.0	0.0	340.0	0.0	340.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	3.0	3.0	241.0	243.0	241.0	243.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	4.919208437061967E-4	2.652265394132795	0.24992753104455515	0.24414442120491603	0.2764711159990628	0.22945693175146603
447000	-8469.138557602333	-8655.648948409871	186.5103908075372	7.304864313288572E-4	0.0030322874683333034	6	0	2.0405383991527366E-4	1.7511187063322376E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	159.0	159.0	375.0	533.0	375.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	26.5	26.5	189.0	214.5	378.0	46.0	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.2964907595604815E-4	3.6895347389800106	0.24992753104455515	0.24414442120491603	0.2764711159990628	0.22945693175146603
