Sample	posterior	likelihood	prior	Tree.t:Ecoli_rplA.CFheight	Tree.t:Ecoli_rplA.CFlength	Tree.t:Ecoli_rplA.nConv	Tree.t:Ecoli_rplA.nUselessConvs	Tree.t:Ecoli_rplA.meanEdgeLength	Tree.t:Ecoli_rplA.meanDepartureHeight	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplA.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplB.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplC.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplD.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplE.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplF.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplO.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplP.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplQ.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplR.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplS.randomEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanTractLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanRegionLength	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.meanEndSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomStartSite	Tree.t:Ecoli_rplA.locus.Ecoli_rplT.randomEndSite	popSize.t:Ecoli_rplA	kappa.s:Ecoli_rplA	freqParameter.s:Ecoli_rplA1	freqParameter.s:Ecoli_rplA2	freqParameter.s:Ecoli_rplA3	freqParameter.s:Ecoli_rplA4
195000	-8448.698833800338	-8658.41327387442	209.71444007408215	8.060473905565829E-4	0.002878532239301772	8	0	2.3928671904912467E-4	3.308196395477784E-4	705.0	705.0	0.0	704.0	0.0	704.0	84.0	84.0	738.0	821.0	738.0	821.0	270.0	270.0	0.0	269.0	0.0	269.0	378.0	303.0	228.0	605.0	0.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0126046787647304E-4	9.62436998398072	0.24623685416747193	0.23980839716989194	0.278974558599552	0.23498019006308404
196000	-8487.670603874543	-8658.174677474935	170.5040736003922	0.0011578756404340314	0.0038385257319125546	4	0	1.77921759014167E-4	2.3890858999983498E-4	485.5	352.5	219.5	704.0	439.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.781675831037175E-4	9.62436998398072	0.2476502491926992	0.23839500214466466	0.278974558599552	0.23498019006308404
197000	-8454.60330093908	-8657.682241991113	203.0789410520344	8.655212997064341E-4	0.0031664990914880157	10	0	1.6932756663252471E-4	3.276241771768305E-4	705.0	705.0	0.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	23.0	23.0	607.0	629.0	607.0	629.0	398.0	398.0	0.0	397.0	0.0	397.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	59.0	59.0	117.0	175.0	117.0	175.0	NaN	NaN	NaN	NaN	NaN	NaN	330.0	330.0	18.0	347.0	18.0	347.0	149.0	103.0	0.0	148.0	0.0	91.0	4.363500784984714E-4	9.62436998398072	0.2476502491926992	0.23839500214466466	0.278974558599552	0.23498019006308404
198000	-8444.11281699655	-8657.98604146414	213.87322446758984	0.001126405487481408	0.0036010815288862294	8	0	1.0008385563029015E-4	4.108461884540841E-4	705.0	705.0	0.0	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	141.5	141.5	156.5	297.0	313.0	247.0	357.0	357.0	0.0	356.0	0.0	356.0	3.625489671620068E-4	7.142383175392576	0.2476502491926992	0.23839500214466466	0.278974558599552	0.23498019006308404
199000	-8467.930065019706	-8653.665684503681	185.73561948397614	0.0011524286679720345	0.0034263229391188264	7	0	2.7180066740345796E-4	3.181796099666197E-4	654.0	352.5	51.0	704.0	0.0	704.0	251.0	251.0	571.0	821.0	571.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	458.0	458.0	0.0	457.0	0.0	457.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	362.5	217.5	72.5	434.0	145.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.32606317554324E-4	9.292531982549402	0.2513863557755002	0.23839500214466466	0.278974558599552	0.23124408348028302
200000	-8480.183039239551	-8653.131558773419	172.9485195338667	5.941640746678332E-4	0.0024393844077491684	7	0	3.9189976260416924E-4	2.010421416961062E-4	414.6666666666667	176.25	66.33333333333333	480.0	0.0	435.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.0	119.0	28.0	146.0	28.0	146.0	280.0	217.5	0.0	279.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	4.955414936055028E-4	9.292531982549402	0.2513863557755002	0.23839500214466466	0.278974558599552	0.23124408348028302
201000	-8447.918231419662	-8653.781366778549	205.86313535888573	0.0011201653299006903	0.0035639900051030295	9	0	1.9035081843277277E-4	3.779609003952773E-4	705.0	705.0	0.0	704.0	0.0	704.0	693.0	693.0	129.0	821.0	129.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	341.0	341.0	0.0	340.0	0.0	340.0	NaN	NaN	NaN	NaN	NaN	NaN	373.5	217.5	0.0	372.5	0.0	311.0	369.0	369.0	42.0	410.0	42.0	410.0	384.0	384.0	0.0	383.0	0.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.7192508907544753E-4	9.292531982549402	0.2513863557755002	0.23839500214466466	0.278974558599552	0.23124408348028302
202000	-8456.53530620958	-8650.607156739925	194.07185053034476	0.001390228803554086	0.004343261843376773	10	0	2.6430528313387425E-4	4.3796524788603414E-4	399.5	352.5	305.5	704.0	0.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	283.0	283.0	347.0	629.0	347.0	629.0	196.0	196.0	408.0	603.0	408.0	603.0	510.0	510.0	30.0	539.0	30.0	539.0	92.0	92.0	0.0	91.0	0.0	91.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	8.546476860110027E-4	8.3417772395251	0.25169840745322725	0.23839500214466466	0.278974558599552	0.23093203180255603
203000	-8433.817675764192	-8652.622776629058	218.80510086486487	0.001552132153286936	0.0045356874459141355	11	0	2.576406941628443E-4	4.3164108529228454E-4	438.5	352.5	266.5	704.0	533.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	481.0	481.0	0.0	480.0	0.0	480.0	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	176.0	118.0	63.333333333333336	238.33333333333334	190.0	9.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.392338409633196E-4	7.884825289461717	0.25169840745322725	0.23839500214466466	0.2784866473732542	0.23141994302885385
204000	-8467.626907469843	-8657.284540124554	189.6576326547105	0.0012151984324542875	0.003591150365957231	8	0	1.6142699426993014E-4	2.9287411668905196E-4	705.0	705.0	0.0	704.0	0.0	704.0	196.0	196.0	0.0	195.0	0.0	195.0	NaN	NaN	NaN	NaN	NaN	NaN	510.0	510.0	0.0	509.0	0.0	509.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	273.6666666666667	145.0	0.0	272.6666666666667	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135.0	135.0	0.0	134.0	0.0	134.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.079094004694969E-4	7.884825289461717	0.25169840745322725	0.2322713014602483	0.282165146618915	0.2338651444676094
205000	-8458.932393131588	-8654.635945617165	195.70355248557598	0.001596905594344155	0.004578488316886292	10	0	1.5469915050398908E-4	4.4001655387317367E-4	569.0	352.5	0.0	568.0	0.0	704.0	3.0	3.0	0.0	2.0	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135.0	135.0	0.0	134.0	0.0	134.0	32.0	32.0	502.0	533.0	502.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	336.0	336.0	48.0	383.0	48.0	383.0	102.0	102.0	0.0	101.0	0.0	101.0	275.0	275.0	0.0	274.0	0.0	274.0	NaN	NaN	NaN	NaN	NaN	NaN	4.7106652217248317E-4	5.250384193036438	0.25169840745322725	0.24035002695250246	0.282165146618915	0.22578641897535523
206000	-8456.889104266802	-8659.068382037067	202.17927777026532	8.684840335885566E-4	0.0027746030096750863	7	0	3.0983944696241387E-4	2.7247460096156315E-4	702.0	352.5	3.0	704.0	6.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	630.0	630.0	0.0	629.0	0.0	629.0	353.5	303.0	0.0	352.5	0.0	605.0	540.0	540.0	0.0	539.0	0.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.92646318334982E-4	8.290541074784253	0.25169840745322725	0.23690342787954005	0.282165146618915	0.22923301804831764
207000	-8488.288108085795	-8660.323630507886	172.0355224220909	7.851599625264946E-4	0.003154551900123693	8	0	3.8867883150313175E-4	1.347144326828667E-4	701.0	352.5	4.0	704.0	8.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	606.0	606.0	0.0	605.0	0.0	605.0	174.0	174.0	286.0	459.0	286.0	459.0	NaN	NaN	NaN	NaN	NaN	NaN	244.0	125.0	118.5	361.5	60.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	6.528319812339637E-4	8.290541074784253	0.2536830799491378	0.23690342787954005	0.28018047412300445	0.22923301804831764
208000	-8482.208200213445	-8657.44856005413	175.24035984068516	5.037375693566486E-4	0.0026813172852852155	6	0	6.019975649905695E-4	2.54795454265792E-4	702.0	352.5	3.0	704.0	6.0	704.0	822.0	822.0	0.0	821.0	0.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	353.0	353.0	55.0	407.0	55.0	407.0	534.0	534.0	0.0	533.0	0.0	533.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	5.162318227192253E-4	8.290541074784253	0.24429806933316944	0.2397324322324611	0.28018047412300445	0.23578902431136495
209000	-8481.619059727283	-8649.840993565242	168.22193383795815	0.00101591748743387	0.0033208305964342283	7	0	6.545280491208075E-4	4.3389376276918703E-4	699.0	699.0	6.0	704.0	6.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	126.0	126.0	40.0	165.0	40.0	165.0	NaN	NaN	NaN	NaN	NaN	NaN	426.0	217.5	9.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137.0	137.0	217.0	353.0	217.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	207.0	207.0	0.0	206.0	0.0	206.0	6.016206534838867E-4	8.290541074784253	0.24429806933316944	0.24126667986143427	0.27864622649403126	0.23578902431136495
210000	-8494.236984904539	-8650.75209756249	156.51511265795048	8.654616062529406E-4	0.0031708372897067284	7	0	8.346241991762438E-4	1.9873473764389006E-4	529.3333333333334	176.25	158.33333333333334	686.6666666666666	9.0	652.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	490.0	490.0	0.0	489.0	0.0	489.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	24.0	24.0	238.0	261.0	238.0	261.0	NaN	NaN	NaN	NaN	NaN	NaN	6.858667988636983E-4	8.220614838923092	0.24429806933316944	0.24476246130685853	0.2738987707236876	0.2370406986362843
211000	-8436.917109857233	-8653.951758560523	217.03464870328952	9.756784674939031E-4	0.0038978566755702754	11	0	6.890676028423932E-4	3.691981369237026E-4	702.0	352.5	3.0	704.0	0.0	704.0	185.0	185.0	0.0	184.0	0.0	184.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	540.0	540.0	0.0	539.0	0.0	539.0	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	NaN	NaN	NaN	NaN	NaN	NaN	384.0	384.0	0.0	383.0	0.0	383.0	340.6666666666667	177.0	0.0	339.6666666666667	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	8.513301710058235E-4	8.944874912554328	0.24429806933316944	0.24476246130685853	0.2738987707236876	0.2370406986362843
212000	-8477.182860355008	-8656.920382992781	179.73752263777354	9.80572818479948E-4	0.004181789842815822	6	0	4.942163517358454E-4	2.0418600097112495E-4	699.0	699.0	6.0	704.0	6.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	630.0	630.0	0.0	629.0	0.0	629.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	435.0	435.0	0.0	434.0	0.0	434.0	411.0	411.0	0.0	410.0	0.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	354.0	354.0	0.0	353.0	0.0	353.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.173189890002396E-4	8.944874912554328	0.24429806933316944	0.24476246130685853	0.28060754967610796	0.23033191968386396
213000	-8511.714691993215	-8660.155024434582	148.44033244136665	7.127677818684799E-4	0.0029843808790341363	5	0	6.693516686721376E-4	1.6312131268331794E-4	703.0	352.5	2.0	704.0	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	408.0	408.0	198.0	605.0	198.0	605.0	NaN	NaN	NaN	NaN	NaN	NaN	82.0	82.0	319.0	400.0	319.0	400.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	260.0	260.0	88.0	347.0	88.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	7.28132686491053E-4	8.944874912554328	0.24668636004905292	0.24476246130685853	0.28060754967610796	0.22794362896798048
214000	-8499.696728049868	-8654.187142815332	154.4904147654635	8.999857633613782E-4	0.0028561196528673278	8	0	4.3744349555264767E-4	2.545553812119604E-4	703.0	352.5	2.0	704.0	4.0	704.0	385.5	385.5	354.0	738.5	0.0	781.0	447.0	447.0	0.0	446.0	0.0	446.0	269.0	269.0	337.0	605.0	337.0	605.0	248.0	248.0	2.0	249.0	2.0	249.0	45.0	45.0	10.0	54.0	10.0	54.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.9109712682816686E-4	15.527865621741483	0.24668636004905292	0.24476246130685853	0.28060754967610796	0.22794362896798048
215000	-8465.93692106951	-8651.67410003664	185.73717896713146	0.0010598828506730394	0.0033163903158270626	8	0	4.089301553400927E-4	5.164248556231857E-4	704.0	352.5	1.0	704.0	3.0	704.0	706.0	706.0	116.0	821.0	116.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	401.0	401.0	139.0	539.0	139.0	539.0	NaN	NaN	NaN	NaN	NaN	NaN	233.0	179.5	0.0	232.0	0.0	106.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.0	68.0	280.0	347.0	280.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.7459510673999827E-4	8.804031619721986	0.24668636004905292	0.24810037219893352	0.27726963878403293	0.22794362896798048
216000	-8465.002705910218	-8651.96925815537	186.96655224515217	9.528109612262934E-4	0.003136031981456306	8	0	3.6172375553298903E-4	2.6454441177223E-4	704.0	352.5	1.0	704.0	0.0	704.0	748.0	748.0	74.0	821.0	74.0	821.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	286.0	179.5	0.0	285.0	0.0	212.0	NaN	NaN	NaN	NaN	NaN	NaN	219.0	219.0	165.0	383.0	165.0	383.0	NaN	NaN	NaN	NaN	NaN	NaN	348.0	348.0	0.0	347.0	0.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	3.866573826337447E-4	8.804031619721986	0.24668636004905292	0.24399384331333485	0.28137616766963164	0.22794362896798048
217000	-8469.553126270379	-8651.279622279208	181.72649600882943	9.462418585995735E-4	0.0031726988316001003	8	0	4.494062644913862E-4	3.548510231187205E-4	575.6666666666666	235.0	1.0	575.6666666666666	0.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	502.0	303.0	0.0	501.0	0.0	397.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	359.0	359.0	0.0	358.0	0.0	358.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	161.5	142.5	186.5	347.0	310.0	347.0	NaN	NaN	NaN	NaN	NaN	NaN	4.043103974570586E-4	8.804031619721986	0.24668636004905292	0.24399384331333485	0.28137616766963164	0.22794362896798048
218000	-8488.277761958956	-8655.135949122327	166.85818716337099	7.592719026543769E-4	0.002658193374577922	5	0	5.166741666560683E-4	4.850955772090633E-4	487.0	176.25	51.0	537.0	0.0	203.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.0	51.0	360.0	410.0	360.0	410.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.0	357.0	0.0	356.0	0.0	356.0	4.57435432499936E-4	8.804031619721986	0.24668636004905292	0.24370581179321765	0.28137616766963164	0.22823166048809768
219000	-8497.305411310866	-8655.248680249497	157.94326893862987	7.242313325164238E-4	0.002745569870587623	3	0	7.131956404870642E-4	3.3062521798749993E-4	702.5	352.5	2.5	704.0	5.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	126.0	126.0	0.0	125.0	0.0	125.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3757272868458653E-4	8.804031619721986	0.25397828134825445	0.24370581179321765	0.2740842463704301	0.22823166048809768
220000	-8471.246484049516	-8652.09138236235	180.84489831283537	8.206590094105937E-4	0.002631620701091303	6	1	4.452266486215327E-4	4.014807194818819E-4	703.0	352.5	2.0	704.0	4.0	704.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	534.0	534.0	0.0	533.0	0.0	533.0	98.0	98.0	0.0	97.0	0.0	97.0	NaN	NaN	NaN	NaN	NaN	NaN	40.0	40.0	148.0	187.0	148.0	187.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.121454375344289E-4	6.2730564417128	0.25397828134825445	0.24370581179321765	0.2740842463704301	0.22823166048809768
